honeywell international inc.,https://www.honeywell.com/
imds corporation,http://www.imds-ohio.com/
honeywell international inc.,https://www.honeywell.com/
mit,mit.edu
"ziptronix, inc.",https://www.xperi.com/
"dcg systems, inc.",https://www.fei.com/
"dcg systems, inc.",http://www.fei.com
quallion llc,http://www.quallion.com/
alliant techsystems inc.,http://www.northropgrumman.com/Pages/default.aspx
sensor-kinesis corporation,http://sensor-kinesis.com/
epcot crenshaw corporation,http://www.epcotcrenshaw.com/
gen-probe incorporated,https://www.hologic.com/
"lexmark international, inc.",https://www.lexmark.com/en_us.html
"molecular transfer, inc.",https://www.vitascientific.com/molecular-transfer-inc
lifecell corporation,https://www.acelity.com/home
"arisaph pharmaceuticals, inc.",
"asm america, inc.",http://www.asm.com/
"fenwal, inc.",https://www.fresenius-kabi.com/us/
"nantero, inc.",http://nantero.com/
"princeton optronics, inc.",http://www.princetonoptronics.com/
"siemens energy, inc.",https://www.siemens.com/global/en/home/products/energy.html
"ade, inc.",http://www.ade-usa.com/
"advanced bionics, llc",https://advancedbionics.com/content/advancedbionics/us/en/home.html
"attagene, inc.",http://www.attagene.com/
avery dennison corporation,http://www.averydennison.com/
"incube labs, llc",https://www.incubelabs.com/
"nantero, inc.",http://nantero.com/
"siemens energy, inc.",https://www.siemens.com/global/en/home/products/energy.html
avery dennison corporation,http://www.averydennison.com/
avery dennison corporation,http://www.averydennison.com/
"element one, inc.",http://www.e1lab.com/
optodot corporation,http://optodot.com/
avery dennison corporation,http://www.averydennison.com/
"integrated dna technologies, inc.",http://www.idtdna.com/
"integrated dna technologies, inc.",http://www.idtdna.com/
"ascent solar technologies, inc.",http://www.ascentsolar.com/
"everspin technologies, inc.",https://www.everspin.com/
"everspin technologies, inc.",https://www.everspin.com/
"biodelivery sciences international, inc.",https://bdsi.com/
"envision solar international, inc.",http://www.envisionsolar.com/
finisar corporation,https://www.finisar.com/
luna innovations incorporated,http://lunainc.com/
"selecta biosciences, inc.",http://selectabio.com/
"achaogen, inc.",http://www.achaogen.com/
"aerovironment, inc.",https://www.avinc.com/
"aerovironment, inc.",https://www.avinc.com/
"avinger, inc.",http://avinger.com/
"dicerna pharmaceuticals, inc.",http://dicerna.com/
"exelixis, inc.",https://www.exelixis.com/
"kvh industries, inc.",https://www.kvh.com/
luna innovations incorporated,http://lunainc.com/
"macrogenics, inc.",https://www.macrogenics.com/
"novavax, inc.",http://novavax.com/
"sarepta therapeutics, inc.",https://www.sarepta.com/
"becton, dickinson and company",http://www.bd.com/
"bionano genomics, inc.",https://bionanogenomics.com/
ideal power inc.,http://www.idealpower.com/
"pacific biosciences of california, inc.",https://www.pacb.com/
"becton, dickinson and company",https://www.bd.com/
"cryolife, inc.",https://www.cryolife.com/
"marrone bio innovations, inc.",https://marronebioinnovations.com/
uluru inc.,https://www.uluruinc.info/#!
"forest concepts, llc",http://www.forestconcepts.com/
clearsign combustion corporation,https://www.clearsign.com/
"affymetrix, inc.",https://www.thermofisher.com/us/en/home/life-science/microarray-analysis.html
"ansun biopharma, inc.",http://www.ansunbiopharma.com/
gliknik inc.,http://www.gliknik.com/
heska corporation,https://www.heska.com/
"lexicon pharmaceuticals, inc.",http://www.lexpharma.com/
"osiris therapeutics, inc.",http://www.osiris.com/
"quick-med technologies, inc.",https://www.quickmedtech.com/
"atonometrics, inc.",http://www.atonometrics.com/
goal zero llc,https://www.goalzero.com/
"applied nanostructures, inc.",http://www.appnano.com/
"cavium, inc.",https://cavium.com/
fluidigm corporation,https://www.fluidigm.com/
"imra america, inc.",https://www.imra.com/
"microchips biotech, inc.",http://www.microchipsbiotech.com/
"oceanit laboratories, inc.",https://www.oceanit.com/
quallion llc,
"triple ring technologies, inc.",http://www.tripleringtech.com/
"voxtel, inc.",http://voxtel-inc.com/
"advis, inc.",http://www.advis-inc.com
"biochain institute, inc.",https://www.biochain.com/
chemimage corporation,https://www.chemimage.com/
fluidigm corporation,https://www.fluidigm.com/
"hansen medical, inc.",http://hansenmedical.com/us/en
"system biosciences, llc",https://www.systembio.com/
"ag energy solutions, inc.",https://ag.energy/
"altarock energy, inc.",http://altarockenergy.com/
bitrode corporation,https://www.bitrode.com/
"blue sea systems, inc.",https://www.bluesea.com/
"california industrial facilities resources, inc.",https://camss.com/
"chromalox, inc.",http://www.chromalox.com/
community power corporation,http://www.gocpc.com/
