Yamaha Corporation,http://yamaha-motor.com/corporate/home.aspx,1,Company,6
Yamaha Corporation,http://yamaha-motor.com/corporate/contactus.aspx,1,Contact|Us,6
Yamaha Corporation,http://yamaha-motor.com/corporate/gen_terms.aspx,1,Terms|&|Conditions,6
Yamaha Corporation,http://yamaha-motor.com/corporate/gen_privacy.aspx,1,Privacy|Policy,6
Yamaha Corporation,http://yamaha-motor.com/corporate/yamaha_careers_dr.aspx,1,Career|Opportunities,6
Yamaha Corporation,http://yamaha-motor.com/corporate/dealers/corporate_locator_search.aspx?ls=corporate,1,Dealer|Locator,6
VMware,https://www.vmware.com/go/partnercentral,1,Partner|Central,45
VMware,https://www.vmware.com/company/customers.html,1,None,45
VMware,https://www.vmware.com/company/foundation.html,1,VMware|Foundation,45
VMware,https://www.vmware.com/go/download-vsphere-ops-mgr,1,vSphere|with|Operations|Management,45
VMware,https://www.vmware.com/company/sustainability.html,1,Sustainability,45
WestPoint Home,https://www.westpointhome.com/home-decor/decorative-pillows/ncaa-pillows-by-the-northwest-company.html,1,The|Northwest|Company,2
VIASAT INC.,https://www.viasat.com/about,1,About,1
Waters Technologies Corporation,http://www.waters.com/waters/promotionDetail.htm?locale=en_US&id=134623770,1,About|Waters,14
Xerox Corporation,https://www.xerox.com/about-xerox/my-support/,1,All|My|Support,23
Xerox Corporation,https://www.xerox.com/about-xerox/environment/enus.html,1,Environment|and|Sustainability,23
Xerox Corporation,https://www.xerox.com/about-xerox/partner-programs/enus.html,1,Become|a|Partner,23
Weatherford Canada Partnership,https://www.weatherford.com/About-Us/Newsroom,1,Visit|our|Newsroom,28
Weatherford Canada Partnership,https://www.weatherford.com/about-us/contact/,1,Contact|Us,28
Weatherford Canada Partnership,https://www.weatherford.com/About-Us/Contact-Us,1,Contact|Us,28
Weatherford Canada Partnership,https://www.weatherford.com/en/About-Us/Locations,1,View|our|locations,28
Weatherford Canada Partnership,https://www.weatherford.com/About-Us/Resource-Hub,1,Resource|Hub,28
Weatherford Canada Partnership,https://www.weatherford.com/en/About-Us/Contact-Us,1,Contact|Us,28
Weatherford Canada Partnership,https://www.weatherford.com/About-Us/Policies/Cookie-Policy,1,Cookie|Policy,28
Weatherford Canada Partnership,https://www.weatherford.com/About-Us/Policies/Privacy-Poilcy,1,Privacy|Policy,28
Vorbeck Materials Corporation,https://vorbeck.com/pages/about-graphene,1,Graphene,3
Wave Energy Conversion Corporation of America,https://weccamerica.com/about/,1,About,1
Veracode,https://www.veracode.com/about-us,1,About,13
United Technologies Corporation,http://www.utc.com/Careers/Our-Partners/Pages/default.aspx,1,Our|Partners,13
Tosoh Corporation,https://www.tosoh.com/about/who-is-tosoh/who-is-tosoh,1,None,10
Yeda Research and Development Co.,http://yedarnd.com/Overview,1,About|Us,3
Yeda Research and Development Co.,http://yedarnd.com/overview,1,About|Us,3
Yeda Research and Development Co.,http://yedarnd.com/content/team-agreements,1,Team|Agreements,3
E. Tech Incorporation,https://www.terratechcorp.com/investors/company-info/company-info,1,Company|Info,11
Tyco Electronics Corporation,https://www.te.com/usa-en/about-te/careers.html,1,Careers,19
Syngenta Participations AG,https://www.syngenta.com/site-services/media-library/images/corporate,1,Corporate,75
Syngenta Participations AG,https://www.syngenta.com/site-services/corporate-publications/annual-reports,1,Annual|Reports,75
