compare_organization,lower_url,0
"ag energy solutions, inc.",www.ag.energy,1
"altarock energy, inc.",www.altarockenergy.com,1
"ascent solar technologies, inc.",www.ascentsolar.com,1
"atonometrics, inc.",http://www.atonometrics.com,2
bitrode corporation,www.bitrode.com,1
"blue sea systems, inc.",www.bluesea.com,1
"california industrial facilities resources, inc.",www.camss.com,1
"chromalox, inc.",www.chromalox.com,1
community power corporation,http://www.gocpc.com,1
crystal solar inc.,www.xtalsolar.com,1
"delta electronics, inc.",http://www.deltaelectronics.com,4
"echogen power systems, llc",http://www.echogen.com,1
"enow, inc.",www.enowenergy.com,1
"envision solar international, inc.",http://www.envisionsolar.com,1
"everspin technologies, inc.",http://www.everspin.com,1
"forest concepts, llc",http://www.forestconcepts.com,1
goal zero llc,http://www.goalzero.com,1
howard industries,http://www.howardindustries.com,1
"magnolia optical technologies, inc.",http://www.magnoliaoptical.com,1
"microlink devices, inc.",www.mldevices.com,2
"pioneer energy, inc.",www.pioneerenergy.com,1
renewable opportunities inc.,www.renewableopportunitiesinc.com,1
"renmatix, inc.",http://www.renmatix.com,2
"sinton consulting, inc.",http://www.sintoninstruments.com/,1
"solarmer energy, inc.",http://www.solarmer.com,1
"swift engineering, inc.",http://www.swiftengineering.com,1
wenger corporation,www.wengercorp.com,1
