firm name,link,acquired_merged,public
Quantum Devices,http://www.quantumdev.com/,0,0
R.A. Miller Industries,https://www.rami.com/,0,0
R.P. Scherer Technologies,https://www.corporationwiki.com/p/2ckblj/rp-scherer-technologies-llc,0,0
RADIANCE SOLAR,https://radiancesolar.com/,0,0
RES USA,https://www.res-usa.com/,0,0
RF Micro Devices,https://www.qorvo.com/,0,0
Rapamycin Holdings,https://rapamycinholdings.com/,0,0
Rebellion Photonics,https://rebellionphotonics.com/,0,0
Red Hat,https://www.redhat.com/en,0,0
Redwood Systems,http://redwoodsystemsgroup.com/,0,0
Regeneron Pharmaceuticals,https://www.regeneron.com/,0,0
Relypsa,https://www.relypsa.com/,0,0
Renewable Algal Energy,http://www.rae-energy.com/,0,0
Renewable Power Conversion,http://www.rpcincorporated.com/,0,0
Renmatix,http://renmatix.com/,0,0
Revera,https://www.reveraliving.com/,0,0
Revivicor,http://www.revivicor.com/,0,0
Reynolds Technologies,http://www.reynoldstechnology.biz/,0,0
Richtek Technology Corporation,https://www.richtek.com/,0,0
Rillito Rive Solar,http://www.greenpatentblog.com/wp-content/uploads/2017/02/Rillito-River-Solar-LLC-v.-IronRidge-Incorporated.pdf,0,0
Rio Grande Valley Sugar Growers,https://www.rgvsugar.com/,0,0
Riverbed Technology,https://www.riverbed.com/,0,0
Roche Diabetes Care,https://www.accu-chek.com/,0,0
Rockwell Automation Technologies,https://ab.rockwellautomation.com/lang-selection.html,0,0
Rockwell Collins,https://www.rockwellcollins.com/,0,0
Roho,https://permobilus.com/products/seating-and-positioning-by-roho/,0,0
Rolls-Royce North American Technologies,https://www.rolls-royce.com/country-sites/northamerica.aspx,0,0
Ruse Technologies,http://www.patentbuddy.com/Company/Profile/RUSE-TECHNOLOGIES-LLC/1922673,0,0
S&S X-Ray Products,http://www.ssxray.com/,0,0
S. C. Johnson & Son,https://www.scjohnson.com/,0,0
S.C. Johnson & Son,https://www.scjohnson.com/,0,0
SAMSUNG DISPLAY CO.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=183955204,0,0
SB ENERGY,https://www.softbank.jp/en/energy/,0,0
SCHOTTKY LSI,http://www.aaapoe.net/ntu/201401SchottkyLSI/ExecutiveBrief131030gc.pdf,0,0
SD Technologies,http://www.sd-techs.com/,0,0
SDCmaterials,https://www.glassdoor.com/Reviews/SDC-Materials-Reviews-E445967.htm,0,0
SEEK THERMAL,https://www.thermal.com/,0,0
SELMAN AND ASSOCIATES,https://selmanlog.com/,0,0
SK Telecom Co.,https://www.zacks.com/stock/quote/SKM,0,0
SNS NANO FIBER TECHNOLOGY,http://www.snsnano.com/,0,0
SOL-ELECTRICA,http://sol-electrica.com/,0,0
SOLARTONIC,http://www.solartonic.com/,0,0
SOLAZYME,http://solazyme.com/,0,0
SPC International,https://spc-intl.com/,0,0
SPICE SOLAR,http://www.spicesolar.com/,0,0
SRG Global,http://www.srgglobal.com/,0,0
STANDARD ALCOHOL COMPANY OF AMERICA,https://www.standardalcohol.com/#!,0,0
STATS ChipPAC,http://www.statschippac.com/,0,0
SUMITOMO WIRING SYSTEMS,https://www.sws.co.jp/en/,0,0
Saint-Gobain Adfors Canada,http://www.adfors.com/us/,0,0
Saint-Gobain Ceramics & Plastics,https://www.ceramicmaterials.saint-gobain.com/,0,0
Samsung Corning Precision Materials Co.,https://www.bloomberg.com/profiles/companies/SSCORZ:KS-samsung-corning-precision-materials-co-ltd,0,0
Samsung Electro-Mechanics Co.,https://www.samsungsem.com/data/led_spec/indoor/PSDV250701A.pdf,0,0
Samsung Electronics Co.,https://www.samsung.com/us/,0,0
Samsung Electronics,https://www.samsung.com/us/,0,0
Samsung SDI Co.,http://samsungsdi.com/,0,0
Sangamo BioSciences,https://www.sangamo.com/,0,0
Sanken Electric Co.,https://www.sanken-ele.co.jp/en/index.php,0,0
Sanyo Electric Co.,https://www.panasonic.com/global/corporate/profile/group-companies/sanyo.html,0,0
Sarepta Therapeutics,https://www.sarepta.com/,0,0
Schneider Electric Solar Inverters USA,https://solar.schneider-electric.com/,0,0
Schneider Electric USA,https://www.schneider-electric.us/en/,0,0
Scientific Design Company,http://www.scidesign.com/,0,0
SeQual Technologies,http://www.chartindustries.com/Respiratory-Healthcare/transportable-oxygen-concentrators,0,0
Selecta Biosciences,http://selectabio.com/,0,0
Selkermetrics,http://selkermetrics.com/,0,0
Semiconductor Components Industries,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=3599751,0,0
Semiconductor Energy Laboratory Co.,http://www.sel.co.jp/en/,0,0
Semprius,http://semprius.com/,0,0
Senaya,http://www.senaya.com/,0,0
Senga Advisors,https://www.coengadvisors.com/,0,0
Sensor Electronic Technology,http://s-et.com/,0,0
Sequenom,https://www.sequenom.com/,0,0
ServiceNow,https://www.servicenow.com/,0,0
Sharp Laboratories of America,http://www.sharplabs.com/,0,0
Shenzhen China Star Optoelectronics Technology Co.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=223895043,0,0
Shin-Etsu Chemical Co.,http://www.shinetsu.co.jp/en/,0,0
Shoals Technologies Group,https://www.shoals.com/,0,0
Shubin,http://www.pbs.org/your-inner-fish/about/neil-shubin/,0,0
Siemens Energy,https://www.siemens.com/global/en/home/products/energy.html,0,0
Siemens Industry,https://www.siemens.com/us/en/home.html,0,0
Siemens Medical Solutions USA,https://usa.healthcare.siemens.com/,0,0
Sienna Biopharmaceuticals,https://siennabio.com/,0,0
Sienna Labs,https://siennabio.com/,0,0
Sierra Sciences,https://www.sierrasci.com/?p=home,0,0
Sigmatel,https://download.cnet.com/SigmaTel-High-Definition-Audio-CODEC/3000-2110_4-173629.html,1,1
Sila Nanotechnologies,https://silanano.com/,0,0
Silicon Storage Technology,http://sst.com/,0,0
Siliconware Precision Industries Co.,https://www.spil.com.tw/,0,0
Siluria Technologies,http://siluria.com/,0,0
Sima Therapeutics,https://www.siamab.com/,0,0
Simple Approach Systems,https://www.systemcompanies.org/simple-approach-systems-inc,0,0
Sinewatts,https://www.bizjournals.com/charlotte/print-edition/2016/04/22/sinewatts-close-to-commercial-product.html,0,0
Singular Bio,https://www.singularbio.com/,0,0
Singulex,http://www.singulexclarity.eu/,0,0
Sinton Consulting,https://www.sintoninstruments.com/,0,0
Sirnaomics,http://new.sirnaomics.com/,0,0
SixPoint Materials,http://spmaterials.com/,0,0
Skidmore,https://www.skidmore.edu/,0,0
Smart Planet Technologies,https://smartplanettech.com/,0,0
Smith & Nephew,http://www.smith-nephew.com/,0,0
Solan,https://www.salon.com/,0,0
SolarReserve Technology,https://www.solarreserve.com/en/technology,0,0
Solarmer Energy,http://solarmer.com/,0,0
Solexa,https://www.drugs.com/celexa.html,0,0
Solight Solar,http://www.solight.com/,0,0
Solvay Specialty Polymers USA,https://www.solvay.com/en/products/chemical-categories/specialty-polymers,0,0
SonoGene,http://www.hoovers.com/company-information/cs/company-profile.sonogene_llc.e80c37f484dadd29.html,0,0
Sophoro Biotechnologies,https://www.linkedin.com/company/sophoro-biotechnologies-llc,0,0
Soraa Laser Diode,https://soraalaser.com/,0,0
Soraa,https://www.soraa.com/,0,0
St. Jude Medical,http://www.sjm.com/,0,0
Stablcor Technology,http://stablcor.com/,0,0
Stanley Electric Co.,https://www.stanley.co.jp/e/,0,0
Star Technology and Research,http://www.star-tech-inc.com/,0,0
Stratasys,http://www.stratasys.com/,0,0
Strategic Solar Energy,https://powerparasol.com/,0,0
Suganit Systems,http://suganit.com/,0,0
Sumitomo Electric Device Innovations,http://www.sedi.co.jp/?version=en,0,0
Sumitomo Electric Industries,http://global-sei.com/,0,0
Sumitomo Rubber Industries,https://sumitomorubber-usa.com/,0,0
SunEdison,http://www.sunedison.com/,0,0
SunRun,https://www.mysunrun.com/,0,0
Suncore Photovoltaics,http://suncoreus.com/,0,0
Sundrop Fuels,http://www.sundropfuels.com/,0,0
Sustainable Technologies,http://sustech.cc/wordpress/,0,0
Sweetwater Energy,http://sweetwater.us/,0,0
Swift Engineering,https://swiftengineering.com/,0,0
Synaptic Research,https://research.synaptic.co.uk/,0,0
Synopsys,https://www.synopsys.com/,0,0
Synthetic Genomics,https://www.syntheticgenomics.com/,0,0
Synthezyme,https://www.prnewswire.com/news-releases/dsm-enters-into-agreement-with-synthezyme-llc-for-production-of-surfactants-243539671.html,0,0
System Biosciences,https://www.systembio.com/,0,0
T.H.E.M.,http://www.them.net/,0,0
TECHNOLOGY RESEARCH,http://www.trci.net/,0,0
TECNIUM,http://www.tecnium.es/,0,0
THE BOARD INSTITUTE,https://theboardinstitute.com/,0,0
THE SWEET LIVING GROUP,https://www.linkedin.com/company/the-sweet-living-group,0,0
TOMOWAVE LABORATORIES,http://www.tomowave.com/,0,0
TP Solar,https://tpsifurnaces.com/,0,0
TRI ALPHA ENERGY,https://tae.com/,0,0
TT Technologies,http://www.tttechnologies.com/,0,0
Taiwan Semiconductor Manufacturing Company,http://tsmc.com/english/default.htm,0,0
Taiyo Ink Mfg. Co.,http://taiyo-hd.co.jp/en/group/ink/,0,0
Tapwave,https://www.cnet.com/reviews/tapwave-zodiac2-128mb-review/,0,0
Tarveda Therapeutics,http://www.tarveda.com/,0,0
Taxon Biosciences,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=183417339,0,0
Tekkware,https://www.linkedin.com/company/tekkware-inc-,0,0
Tela Innovations,http://www.tela-inc.com/,0,0
Teledyne Scientific & Imaging,http://www.teledyne-si.com/,0,0
Tensor,http://mathworld.wolfram.com/Tensor.html,0,0
Teradata US,https://www.teradata.com/Contact-Us,0,0
Terra Caloric,https://wellconnectgeo.com/,0,0
TerraVia Holdings,http://terravia.com/,0,0
Tersus Environmental,https://www.tersusenv.com/,0,0
Tesla Nanocoatings,https://www.teslanano.com/,0,0
Tessera Advanced Technologies,https://www.tessera.com/,0,0
Tessera,https://www.tessera.com/,0,0
TetraSun,https://www.greentechmedia.com/articles/read/First-Solar-Discontinues-Its-TetraSun-High-Efficiency-Silicon-Experiment,0,0
Texas Research International,https://tri-intl.com/,0,0
The Carbon Cable Company,https://www.thecableco.com/,0,0
The Charles Stark Draper Laboratory,https://www.draper.com/,0,0
The Henry M. Jackson Foundation for the Advancement of Military Medicine,http://www.hjf.org/,0,0
The Samuel Roberts Noble Foundation,https://www.noble.org/,0,0
TheGreenCell,http://www.thegreencell.com/,0,0
Theraclone Sciences,http://www.theraclone-sciences.com/home.php,0,0
Therapeutic Proteins International,http://adellobio.com/,0,0
Thermo Finnigan,https://www.sisweb.com/ms/finnigan.htm,0,0
Thorlabs Quantum Electronics,https://www.thorlabs.com/,0,0
Thorlabs,https://www.thorlabs.com/,0,0
Tigo Energy,https://www.tigoenergy.com/,0,0
Tokyo Ohka Kogyo Co.,http://www.tok.co.jp/eng/,0,0
Toray Plastics (America),http://www.toraytpa.com/,0,0
Toshiba America Electronic Components,http://toshiba.semicon-storage.com/us/top.html,0,0
Toyota Motor Engineering & Manufacturing North America,https://www.toyota.com/usa/careers/index.html,1,0
Transilwrap Company,https://www.transcendia.com/,0,0
Transitions Optical,https://www.transitions.com/en-us/,0,0
Transposagen Biopharmaceuticals,http://www.transposagenbio.com/,0,0
Travis Industries,http://travisindustries.com/,0,0
Triple Ring Technologies,http://www.tripleringtech.com/,0,0
Truckee Applied Genomics,http://www.patentbuddy.com/Company/Profile/TRUCKEE-APPLIED-GENOMICS-LLC/5617766,0,0
True-Safe Technologies,http://true-safe.com/contactus.html,0,0
Tufts Medical Center,https://www.tuftsmedicalcenter.org/,0,0
Twitter,https://www.microsoft.com/en-us/p/twitter/9wzdncrfj140,0,0
U.S. NUTRACEUTICALS,https://www.transparencymarketresearch.com/us-nutraceuticals-market.html,0,0
UChicago Argonne,http://uchicagoargonnellc.org/,0,0
UT-Battelle,https://www.ut-battelle.org/,0,0
UWM Research Foundation,https://uwmrf.org/,0,0
Ube Industries,http://www.ube-ind.co.jp/ube/en/index.html,0,0
Universal Leaf Tobacco Co.,http://www.universalcorp.com/,0,0
V35A Enterprises,http://www.patentbuddy.com/Company/Profile/V35A-ENTERPRISES-LLC/5470661,0,0
VALTED,https://www.merriam-webster.com/dictionary/vaulted,0,0
VINYLAST,http://palisaderail.com/,0,0
VMware,https://www.vmware.com/,0,0
Vadient Optics,http://vadient.com/,0,0
Valicor,http://valicor.com/,0,0
Varian Semiconductor Equipment Associates,http://www.appliedmaterials.com/company/news/press-releases/2011/11/applied-materials-completes-acquisition-of-varian-semiconductor-equipment-associates,0,0
Vaxiion Therapeutics,http://www.vaxiion.com/,0,0
Ventana Medical Systems,https://diagnostics.roche.com/global/en/products/product-category/anatomical-pathology.html,0,0
Veracode,https://www.veracode.com/,0,0
Veracyte,https://www.veracyte.com/,0,0
Verliant Energy,http://www.verliantenergy.com/,0,0
Vindico NanoBioTechnology,https://www.linkedin.com/company/vindico-nanobiotechnology-inc.,0,0
Virent,http://www.virent.com/,0,0
Voxtel,http://voxtel-inc.com/,0,0
W&Wsens Devices,https://www.wwsensdevices.com/#!,0,0
WAFERTECH,http://www.wafertech.com/en/index.html,0,0
WOVN,https://wovn.io/,0,0
Warsaw Orthopedic,https://orthoworxindiana.com/about-us/,0,0
Wentworth Laboratories,https://www.wentworthlabs.com/,0,0
WestPoint Home,http://www.westpointhome.com/,0,0
Western Digital (Fremont),https://www.yelp.com/biz/western-digital-fremont-2,0,0
Western Digital Technologies,https://www.wdc.com/region-selector/splash-region.html,0,0
WiSys Technology Foundation,https://www.wisys.org/,0,0
Wikipad,http://www.wikipad.com/,0,0
Wine.com,https://www.wine.com/,0,0
Wireless Environment,http://wirelessenv.com/,0,0
Wizard Labs,https://wizardlabs.us/,0,0
Wostec,https://www.westec.org/,0,0
Xyleco,https://www.xyleco.com/,0,0
Yeda Research and Development Co.,http://yedarnd.com/,0,0
Yissum,http://www.yissum.co.il/,0,0
ZENA TECHNOLOGIES,http://xena-technologies.com/,0,0
Ziptronix,https://www.businesswire.com/news/home/20150827005879/en/Tessera-Acquire-Ziptronix-39-Million,0,0
Zyvex Labs,https://www.zyvexlabs.com/,0,0
aTyr Pharma,http://www.atyrpharma.com/,0,0
adaptiveARC,https://www.linkedin.com/company/adaptivearc,0,0
bioTheranostics,http://www.biotheranostics.com/,0,0
eNow,http://www.eonline.com/watch/,0,0
iBio,https://www.ibioinc.com/,0,0
k-Space Associates,https://www.k-space.com/,0,0
kSep Systems,https://www.sartorius.com/sartorius/en/EUR/ksep-systems,0,0
nLIGHT,http://nlight.net/,0,0
nanoComposix,https://nanocomposix.com/,0,0
3M Innovative Properties Company,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=7960453,0,0
646840 Alberta Ltd.,http://www.freepatentsonline.com/y2014/0094959.html,0,0
AAC Technologies Pte. Ltd.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=107802996,0,0
ABB AB,http://www.abb.com/,0,0
ABB Research Ltd.,http://new.abb.com/about/technology/corporate-research-centers/corporate-research-center-switzerland,0,0
ABB Technology Ltd.,https://www.abb.com/,0,0
ABL IP Holding LLC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=108897671,0,0
AC International Inc.,http://www.acinter.com/,0,0
ACACIA RESEARCH GROUP LLC,http://acaciaresearch.com/,0,0
ACUCELA INC.,https://www.acucela.com/,0,0
ADASA INC.,http://www.adasainc.com/,0,0
ADVANCED INNOVATION CENTER LLC,http://aicchile.com/en/,0,0
AGFA-GEVAERT N.V.,http://www.agfa.com/,0,0
ALSTOM Technology Ltd,https://www.alstom.com/,0,0
AMERICAN BIO ENERGY CONVERTING CORP.,https://www.georgia-register.com/08012530-american-bio-energy-converting-corp,0,0
APPLIED MATERIALS ISRAEL LTD.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1199016,0,0
ASM IP HOLDING B.V.,http://www.asm.com/,0,0
ASM IP Holdings LLC,https://www.bizapedia.com/oh/asm-ip-holdings-llc.html,0,0
ASML Netherlands B.V.,https://www.asml.com/asml/en/s427,0,0
AT&T Corporation,http://ecorporateoffices.com/ATT-1701,0,0
ATI Technologies ULC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=396414,0,0
ATOMERA INCORPORATED,http://atomera.com/,0,0
AZ Electronic Materials (Luxembourg) S.A.R.L.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=169497770,0,0
AbbVie Inc.,https://www.abbvie.com/,0,0
Abbott Cardiovascular Systems Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=24347,0,0
Abbott Molecular Inc.,https://www.molecular.abbott/,0,0
Abbott Point of Care Inc.,https://www.pointofcare.abbott/,0,0
Access Business Group International LLC,https://www.accessbusinessgroup.com/,0,0
AccuRay Corporation,https://www.accuray.com/,0,0
Acer Incorporated,https://www.acer.com/ac/en/US/content/home,0,0
Achushnet Company,https://www.acushnetholdingscorp.com/home/default.aspx,0,0
Adaptive Biotechnologies Corp.,https://www.adaptivebiotech.com/,0,0
Adeka Corporation,https://www.adeka.co.jp/en/,0,0
Adobe Systems Incorporated,https://www.adobe.com/,0,0
Advanced Aqua Group,http://aadvancedaqua.com/,0,0
Aerosol Dynamics Inc.,https://www.bloomberg.com/profiles/companies/9919019Z:US-aerosol-dynamics-inc,0,0
AgroFresh Inc.,https://www.agrofresh.com/,0,0
Alcatel Lucent,https://www.al-enterprise.com/,0,0
Algenol Biotech LLC,http://algenol.com/,0,0
Alpha and Omega Semiconductor Incorporated,http://aosmd.com/,0,0
Altex Technologies Corporation,http://altextech.com/,0,0
Amberwave Inc.,http://www.amberwave.com/,0,0
American Science and Technology Corporation,http://www.amsnt.com/,0,0
Amgen Fremont Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=33538677,0,0
Amgen Inc.,https://www.amgen.com/,0,0
Andritz Inc.,https://www.andritz.com/group-en,0,0
Aneeve LLC,https://www.bloomberg.com/profiles/companies/9931632Z:US-aneeve-llc,0,0
Anelva Corporation,https://www.canon-anelva.co.jp/english/,0,0
Angstron Materials,https://www.theglobalgraphenegroup.com/,0,0
Anlinx,https://www.corporationwiki.com/California/Los-Altos-Hills/anlinx-inc/45012246.aspx,0,0
Antaya Technologies Corporation,https://www.antaya.com/,0,0
Apple Inc.,https://www.apple.com/,0,0
Applied Genetic Technologies Corporation,https://agtc.com/,0,0
Archer Daniels Midland Company,https://www.adm.com/,0,0
Arkema Inc.,https://www.arkema-americas.com/en/,0,0
Arkival Technology Corp.,http://arkival.com/,0,0
Armageddon Energy Inc.,https://www.armageddonenergy.com/,0,0
Asahi Kasei Kabushiki Kaisha,https://www.asahi-kasei.co.jp/asahi/en/,0,0
Atleisure LLC,https://atleisure.com/,0,0
Atomic Energy Council-Institute of Nuclear Energy Research,https://fas.org/nuke/guide/taiwan/agency/iner.htm,0,0
Atotech Deutschland GmbH,https://www.atotech.com/,0,0
Atrium Medical Corporation,http://www.atriummed.com/,0,0
Avago Technologies General IP (Singapore) Pte. Ltd.,https://www.bloomberg.com/profiles/companies/6941761Z:SP-avago-technologies-general-ip-singapore-pte-ltd,0,0
Avant Garde Therapeutics & Technologies LLC,http://www.patentbuddy.com/Company/Profile/AVANT-GARDE-THERAPEUTICS-AND-TECHNOLOGIES-LLC/2236496,0,0
Avery Dennison Corporation,http://www.averydennison.com/,0,0
Avtaec Limited,https://www.avtec.in/,0,0
B.G. Negev Technologies and Applications Ltd.,http://in.bgu.ac.il/en/bgn/Pages/default.aspx,0,0
BAE Systems Information and Electronic Systems Integration Inc.,https://www.baesystems.com/en-us/our-company/inc-businesses/electronic-systems,0,0
BASF,https://www.basf.com/,0,0
BASF Coatings GmbH,http://www.basf-coatings.com/global/ecweb/de/,0,0
BASF Corporation ,https://www.basf.com/,0,0
BASF Enzymes LLC,http://enzymes.basf.com/,0,0
BASF Plant Science GmbH,https://agriculture.basf.com/us/en.html,0,0
BASF SE,http://www.basf.com/,0,0
BAXALTA INCORPORATED,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=261084576,0,0
BCE Inc.,http://www.bce.ca/,0,0
BERKEN ENERGY LLC,http://berkenenergy.com/,0,0
BLANC VINEYARDS L.L.C.,https://www.bizapedia.com/az/blanc-vineyards-dhl-llc.html,0,0
BOLTIER R&D,https://www.chamberofcommerce.com/la-mirada-ca/24886488-boltier-r-d,0,0
BP Corporation North America Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=169582,0,0
BRIGHTLEAF TECHNOLOGIES INC.,http://www.brightleafpower.com/,0,0
BROADCOM CORPORATION,https://www.broadcom.com/,0,0
BROOKLYN QUANTUM WORKS,http://www.patentbuddy.com/Company/Profile/BROOKLYN-QUANTUM-WORKS/15547081,0,0
BTPATENT LLC,https://bizstanding.com/directory/MD/BT/10/,0,0
BTU International,https://www.btu.com/,0,0
Baker Hughes Incorporated,https://www.bhge.com/,0,0
Bakersun,https://www.linkedin.com/company/bakersun,0,0
Banpil Photonics,http://banpil.com/,0,0
Basell Polyolefine GmbH,http://www.lyondellbasell.com/,0,0
Battelle Memorial Institute,https://www.battelle.org/,0,0
Bausch & Lomb Incorporated,http://www.bausch.com/,0,0
Baxter Healthcare SA,https://www.baxter.com/,0,0
Baxter International Inc.,https://www.baxter.com/,0,0
Bayer Cropscience AG,https://www.cropscience.bayer.com/en/,0,0
Bayer Materialscience LLC,https://www.bayer.com/,0,0
Bell Helicopter Textron Inc.,http://bellflight.com/,0,0
Beryllium Discovery Corp.,http://be4.com/,0,0
Bi-Modal Corporation,http://www.freepatentsonline.com/4276968.html,0,0
Bigelow Aerospace,http://bigelowaerospace.com/,0,0
Biocon Limited,https://www.biocon.com/,0,0
Bioneer Corporation,http://www.bioneer.com/,0,0
Biosense Webster (Israel) Ltd.,https://www.biosensewebster.com/,0,0
Biotta LLC,https://www.bioatla.com/,0,0
Bitrode Corporation,https://www.bitrode.com/,0,0
BlackBerry Limited,http://www.blackberry.com/,0,0
Bluestar Silicones France,https://silicones.elkem.com/EN/Pages/home.aspx?zone=EMEA,0,0
Boehringer Ingelheim International GmbH,https://www.boehringer-ingelheim.com/,0,0
Boehringer Ingelheim Vetmedica GmbH,https://www.boehringer-ingelheim.com/,0,0
Bosch Energy Storage Solutions LLC,http://boschenergystoragesolutions.com/nba/homepage/start,0,0
Boston Scientific Neuromodulation Corporation,http://www.bostonscientific.com/en-US/about-us/core-businesses/neuromodulation.html,0,0
Brewer Science Inc.,https://www.brewerscience.com/,0,0
Bridgestone Corporation,https://www.bridgestone.com/,0,0
Bristol-Myers Squibb Company,https://www.bms.com/,0,0
Brookhaven Science Associates LLC ,http://www.bsa-hq.org/,0,0
Brother International Corporation,https://www.brother-usa.com/,0,0
Brother Kogyo Kabushiki Kaisha,http://www.patentsencyclopedia.com/assignee/brother-kogyo-kabushiki-kaisha/,0,0
Butamax(TM) Advanced Biofuels LLC,http://www.butamax.com/,0,0
CAMBRIDGE ENTERPRISE LIMITED,https://www.enterprise.cam.ac.uk/,0,0
CARBO Ceramics Inc.,https://www.carboceramics.com/about/about-carbo,0,0
CERION LLC,https://www.cerionadvancedmaterials.com/,0,0
CLEARSIGN COMBUSTION CORPORATION,https://www.clearsign.com/,0,0
CNH Industrial America LLC,http://cnhindustrial.com/en-us/Pages/Homepage.aspx,0,0
COOK MEDICAL TECHNOLOGIES LLC,https://www.cookmedical.com/,0,0
COVERIS FLEXIBLES US LLC,http://www.coveris.com/,0,0
CP KELCO APS,https://www.cpkelco.com/,0,0
CPC International Inc.,https://www.wsj.com/articles/SB877046902651289000,0,0
CSEM Centre Suisse d'Electronique et de Microtechnique SA-Recherche et Developpement,http://www.csem.ch/,0,0
Cabot Corporation,http://www.cabotcorp.com/,0,0
Cadtrak Corporation,http://articles.latimes.com/keyword/cadtrak-corp,0,0
Callahan Cellular L.L.C.,https://www.bizapedia.com/de/callahan-cellular-llc.html,0,0
Canon Kabushiki Kaisha,http://curia.europa.eu/juris/liste.jsf?num=C-39/97,0,0
Carl Zeiss Meditec AG,https://www.zeiss.com/meditec-ag/home.html,0,0
Carl Zeiss Microscopy GmbH,https://www.zeiss.com/microscopy/int/home.html,0,0
Cbrite Inc.,http://www.cbriteinc.com/,0,0
Cedar Ridge Research,http://cr-res.com/,0,0
Celanese Corporation,https://www.celanese.com/,0,0
Celanese International Corporation,https://www.celanese.com/,0,0
Centre de Recherche Industrielle du Quebec,https://www.criq.qc.ca/fr/,0,0
Certain-teed Corporation,https://www.certainteed.com/,0,0
Cetac Technologies Inc.,http://www.teledynecetac.com/,0,0
Cetus Corporation,https://www.bloomberg.com/profiles/companies/CTUS:US-cetus-corp,1,0
Chevron Oronitz Company LLC,https://www.oronite.com/,0,0
Chevron Phillips Chemical Company LP,http://cpchem.com/,0,0
Chevron U.S.A. Inc.,https://www.chevron.com/,0,0
Child Laboratories Inc.,http://www.byui.edu/child-labs,0,0
Chipmos Technologies Inc.,http://www.chipmos.com/index-en.aspx,0,0
Chiron Corporation,http://chiron.com/,1,0
Cima NanoTech Israel Ltd.,http://cimananotech.com/,0,0
Cleanvantage LLC,http://biovantage.dk/,0,0
Coactive Drive Corporation,https://www.corporationwiki.com/California/San-Diego/coactive-drive-corporation/45170738.aspx,0,0
Colgate-Palmolive Company,https://www.colgatepalmolive.com/en-us,0,0
Coloplast A/S,https://www.coloplast.us/,0,0
Columbia Insurance Company,https://www.colinsgrp.com/site/,0,0
Commonwealth Scientific & Industrial Research Organization,http://www.csiro.au/,0,0
Community Power Corporation,http://www.gocpc.com/,0,0
Conoco Inc.,https://www.conoco.com/,0,0
ConocoPhillips Company,http://www.conocophillips.com/,0,0
Conversant Intellectual Property Management Inc.,http://www.conversantip.com/,0,0
Cook Biotech Incorporated,https://www.cookbiotech.com/,0,0
CoolEarth Solar,http://www.coolearthsolar.com/,0,0
Cooper Technologies Company,https://www.coopertechnologies.net/,0,0
Corporation for National Research Initiatives,http://www.cnri.reston.va.us/,0,0
Covidien LP,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=224097872,0,0
Crestovo LLC,http://www.crestovo.com/,0,0
Cristal USA Inc.,http://www.cristal.com/,0,0
Crystal Solar Inc.,http://xtalsolar.com/,0,0
Crystal Solar Incorporated,http://xtalsolar.com/,0,0
Crystalplex Corporation,https://crystalplex.com/,0,0
Custom Electronics Inc.,https://www.customelec.com/,0,0
Cymatics Laboratories Corp.,https://www.linkedin.com/company/cymatics-laboratories-corp.,0,0
Cypress Semiconductor Corp.,http://www.cypress.com/,0,0
D-Wave Systems Inc.,https://www.dwavesys.com/,0,0
DECA Technologies Inc.,http://www.decatechnologies.com/,0,0
DEKA Products Limited Partnership,http://www.dekaresearch.com/,0,0
DIC Corporation,http://www.dic-global.com/en/index.html,0,0
DISCOVERYBIOMED INC.,https://discoverybiomed.com/,0,0
DPx Holdings B.V.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=254235330,0,0
DSP Group LTD.,https://www.dspg.com/,0,0
Dana Corporation,http://www.dana.com/,0,0
Danisco US Inc.,http://www.danisco.com/food-beverages/,0,0
Delavau LLC,http://www.delavau.com/,0,0
Dell Software Inc.,https://www.quest.com/,1,0
Denso Corporation,https://www.denso.com/global/en/,0,0
Deployable Space Systems,http://www.dss-space.com/,0,0
Dexerials Corporation,http://www.dexerials.jp/en/,0,0
Dialight Corporation,https://www.dialight.com/,0,0
Dialogic Corporation,https://www.dialogic.com/,0,0
DiscoveRx Corporation,https://discoverx.com/home,0,0
Dolby Laboratories Licensing Corporation,https://www.dolby.com/,0,0
Dow AgroSciences LLC,http://www.dowagro.com/en-us/,0,0
Dow Corning Corporation,https://consumer.dow.com/en-us.html,0,0
